function                                                                                                                                                              #calls  time     memory  time     memory
LocalisationCache->getItem                                                                                                                                              5059  0.3448   743136  0.1492    -2736
wfMatchesDomainList                                                                                                                                                        3  0.0014      144  0.0002    -2784
Wikibase\ParserOutputJsConfigBuilder->getSerializedEntity                                                                                                                  1  1.1407  1696304  0.0001    -2800
Title->checkPageRestrictions                                                                                                                                              13  0.0131     1048  0.0005    -2808
closedir                                                                                                                                                                   8  0.0002    -2816  0.0002    -2816
OutputPage->output                                                                                                                                                         1  5.1287  9341232  0.0004    -2832
Wikibase\DataModel\Deserializers\SnakListDeserializer->deserialize                                                                                                        60  0.5556   359136  0.0032    -2880
Skin->printSource                                                                                                                                                          1  0.0079      272  0.0001    -2896
MWOAuthAPISetup::onUserIsEveryoneAllowed                                                                                                                                   1  0.0003       48  0.0001    -2976
Wikibase\OutputPageJsConfigBuilder->getCopyrightConfig                                                                                                                     1  0.1325    16912  0.0001    -2992
{closure:/Library/WebServer/Documents/php-master/extensions/WikidataBuild/vendor/data-values/javascript/DataValuesJavascript.php:46-90}                                    1  0.0001     4424  0.0001    -3024
ResourceLoaderFileModule->__construct                                                                                                                                     31  0.0480    47424  0.0024    -3064
LinkBatch->executeInto                                                                                                                                                     1  0.0139     1216  0.0001    -3080
Skin->getCopyright                                                                                                                                                         1  0.0103     1224  0.0001    -3088
Language->getNsIndex                                                                                                                                                      39  0.0196     8960  0.0019    -3120
wfRunHooks                                                                                                                                                              5870  7.4031 19612624  0.1934    -3120
Title::capitalize                                                                                                                                                         44  0.0122   128104  0.0022    -3208
Wikibase\Lib\Serializers\DescriptionSerializer->getSerializedMultilingualValues                                                                                            1  0.0342     2736  0.0002    -3216
Wikibase\LanguageFallbackChainFactory->newFromUserAndLanguageCode                                                                                                          1  0.3228   304096  0.0002    -3304
Wikibase\Lib\MwTimeIsoFormatter->splitIsoTimestamp                                                                                                                         4  0.0008     4896  0.0003    -3328
Wikibase\DataModel\Entity\Item->getSiteLinks                                                                                                                               2  0.0004     3200  0.0001    -3344
ComposerAutoloaderInit5735e88fcb12c2cd73783f16c745b48c::getLoader                                                                                                          1  0.0262  1316992  0.0020    -3424
call_user_func:{/Library/WebServer/Documents/php-master/extensions/WikidataBuild/extensions/Wikibase/lib/tests/qunit/resources.php:185}                                    1  0.0008   123208  0.0000    -3464
Wikibase\Lib\MwTimeIsoFormatter->getLocalizedDate                                                                                                                          9  0.0302     2304  0.0006    -3472
Article->fetchContentObject                                                                                                                                                6  0.6078  1532624  0.0003    -3512
DatabaseBase->makeList                                                                                                                                                   810  0.3922    90576  0.0639    -3512
Language->sprintfDate                                                                                                                                                     10  0.0308     2088  0.0016    -3528
ResourceLoader::makePackedModulesString                                                                                                                                   21  0.0052     2640  0.0019    -3536
User->getEffectiveGroups                                                                                                                                                   4  0.0113  1252544  0.0002    -3544
Wikibase\Lib\WikibaseValueFormatterBuilders->getWidgetFormatters                                                                                                           1  0.0117   134856  0.0001    -3576
UtfNormal::cleanUp                                                                                                                                                       108  0.0216     8880  0.0051    -3696
Wikibase\Repo\View\FingerprintView->getHtmlForLabel                                                                                                                        1  0.1537  2032632  0.0001    -3712
LinkHolderArray->replace                                                                                                                                                  26  0.0294     3064  0.0016    -3744
SpecialPageFactory::getLocalNameFor                                                                                                                                       27  0.0138     1416  0.0023    -3792
Wikibase\Lib\Serializers\LabelSerializer->getSerializedMultilingualValues                                                                                                  1  0.0344     3240  0.0002    -3816
LinkHolderArray->replaceInternal                                                                                                                                          26  0.0258     3064  0.0011    -3824
OutputPage->headElement                                                                                                                                                    1  2.8327  1755960  0.0005    -3904
Wikibase\ItemView->getHtmlForSiteLinks                                                                                                                                     1  2.0972  3912696  0.0002    -3928
SkinTemplate->makeTalkUrlDetails                                                                                                                                           1  0.0039      544  0.0001    -4056
DataValues\DecimalValue->__construct                                                                                                                                     126  0.0329    16216  0.0081    -4080
Title->isKnown                                                                                                                                                            89  0.0623     4272  0.0040    -4224
SiteList->preSetElement                                                                                                                                                  916  0.2737   237536  0.0681    -4288
Title->getContentModel                                                                                                                                                   106  0.1813    -7200  0.0059    -4320
class_exists                                                                                                                                                              47  0.0311  1504664  0.0016    -4376
call_user_func:{/Library/WebServer/Documents/php-master/extensions/WikidataBuild/extensions/Wikibase/lib/tests/qunit/jquery.wikibase/resources.php:256}                    1  0.0004    62976  0.0000    -4384
ResourceLoader->filter                                                                                                                                                     3  0.0057     3992  0.0003    -4392
Title->isAlwaysKnown                                                                                                                                                      91  0.0281     4368  0.0051    -4416
SkinTemplate->setupTemplateForOutput                                                                                                                                       1  0.0155   515776  0.0002    -4432
Skin::makeSpecialUrlSubpage                                                                                                                                                1  0.0044      104  0.0001    -4440
User->getTalkPage                                                                                                                                                          1  0.0011     4472  0.0001    -4464
Skin->getSearchLink                                                                                                                                                        1  0.0027       88  0.0000    -4464
BaseTemplate->makeSearchButton                                                                                                                                             2  0.0236      856  0.0001    -4504
{closure:/Library/WebServer/Documents/php-master/extensions/WikimediaMessages/WikimediaMessages.php:96-106}                                                                1  0.0139     1240  0.0001    -4552
BaseTemplate->makeSearchInput                                                                                                                                              1  0.0330      832  0.0001    -4608
call_user_func:{/Library/WebServer/Documents/php-master/extensions/WikidataBuild/extensions/Wikibase/lib/resources/jquery.wikibase/resources.php:478}                      1  0.0009   161000  0.0000    -4608
Wikibase\Repo\View\SiteLinksView->getHtmlForBadges                                                                                                                        14  0.0298    11880  0.0009    -4608
Wikibase\Lib\Store\Sql\SqlEntityInfoBuilder->collectDataTypes                                                                                                              1  0.0709     7384  0.0003    -4616
Wikibase\Lib\WikibaseValueFormatterBuilders->getHtmlFormatters                                                                                                             1  0.0115   134856  0.0001    -4656
Linker::normaliseSpecialPage                                                                                                                                              90  0.0104     4384  0.0033    -4760
MWOAuthUtils::getGrantRights                                                                                                                                               1  0.0002     2640  0.0001    -4768
Wikibase\Repo\View\FingerprintView->getHtmlForAliases                                                                                                                      1  0.0291    51864  0.0002    -4768
SkinTemplate->tabAction                                                                                                                                                    3  0.0239     4176  0.0004    -4832
Message->parseText                                                                                                                                                        26  0.7054  1115056  0.0016    -4872
MediaWikiSite->getPageUrl                                                                                                                                                 14  0.0075     1544  0.0010    -4880
Wikibase\DataModel\Deserializers\EntityDeserializer->assertIsValidValueSerialization                                                                                      34  0.0106     1632  0.0023    -4896
Wikibase\Lib\HtmlTimeFormatter->calendarNameNeeded                                                                                                                         9  0.0036    23592  0.0007    -4968
MWNamespace::getCanonicalName                                                                                                                                              2  0.0001        0  0.0001    -5040
Title->getRestrictionTypes                                                                                                                                                 7  0.0151    19816  0.0008    -5040
Wikibase\Repo\WikibaseRepo->getInternalEntityDeserializer                                                                                                                  3  0.0822  1531360  0.0002    -5136
WikiPage->pageData                                                                                                                                                         2  0.0128     6752  0.0001    -5184
DatabaseBase->selectField                                                                                                                                                  2  0.0078      -96  0.0002    -5224
Wikibase\Client\Hooks\SidebarHookHandlers::onOutputPageParserOutput                                                                                                        1  0.0022       48  0.0001    -5440
Wikibase\Client\Hooks\SidebarHookHandlers::onSidebarBeforeOutput                                                                                                           1  0.0023       48  0.0001    -5440
Action::getActionName                                                                                                                                                      6  0.5732 12993432  0.0006    -5552
User->getOption                                                                                                                                                          117  0.0661  1622096  0.0063    -5568
MantleHooks::onResourceLoaderTestModules                                                                                                                                   1  0.0118     5920  0.0032    -5600
Wikibase\Repo\Content\EntityContentFactory->getPermissionStatusForEntityId                                                                                                 1  0.0301  1412608  0.0001    -5608
Block->newLoad                                                                                                                                                             1  0.0062      248  0.0001    -5608
WikiPage->loadPageData                                                                                                                                                     2  0.0598  2816472  0.0002    -5728
MessageBlobStore->getFromDB                                                                                                                                                1  0.0080      352  0.0003    -5824
Parser->replaceTransparentTags                                                                                                                                            26  0.0062     4128  0.0015    -6008
VectorTemplate->renderPortals                                                                                                                                              1  0.3756    22288  0.0001    -6048
DataValues\QuantityValue->getUncertaintyMargin                                                                                                                             4  0.0118     1824  0.0005    -6048
wfMessageFallback                                                                                                                                                          7  0.0028    15184  0.0003    -6048
Wikibase\DataModel\SiteLink->getBadges                                                                                                                                    44  0.0072    10296  0.0019    -6072
Wikibase\Repo\WikibaseRepo->newSummaryFormatter                                                                                                                            1  0.0167   143104  0.0003    -6136
ResourceLoader->createLoaderURL                                                                                                                                            5  0.0215     1520  0.0004    -6152
ValueFormatters\QuantityFormatter->format                                                                                                                                  4  0.0268      320  0.0006    -6176
CdbReaderPHP->match                                                                                                                                                      145  0.0281     6960  0.0066    -6192
SkinTemplate->prepareQuickTemplate                                                                                                                                         1  4.3041  8420584  0.0018    -6224
DataValues\Geo\Values\GlobeCoordinateValue->unserialize                                                                                                                   20  0.0109    15216  0.0012    -6224
Wikibase\Lib\WikibaseValueFormatterBuilders->getWikiTextFormatters                                                                                                         2  0.0358   918312  0.0002    -6400
Wikibase\Repo\View\FingerprintView->getHtmlForEditSection                                                                                                                  3  0.1774  2132240  0.0002    -6456
Parser->replaceInternalLinks                                                                                                                                              26  0.0454    19992  0.0016    -6608
OutputPage->buildCssLinks                                                                                                                                                  1  0.1713   188656  0.0008    -6632
OutputPage->getJSVars                                                                                                                                                      1  0.1715   936016  0.0006    -6680
BaseTemplate->makeListItem                                                                                                                                                23  0.4678    22400  0.0014    -6696
ResourceLoaderModule->getDefinitionMtime                                                                                                                                   2  0.0129       96  0.0003    -6784
Parser->doDoubleUnderscore                                                                                                                                                26  0.0222    31624  0.0024    -6784
MapCacheLRU->get                                                                                                                                                         142  0.0136        0  0.0062    -6816
Wikibase\DataModel\ByPropertyIdArray->getByPropertyId                                                                                                                    147  0.0256        0  0.0095    -7056
CdbReaderPHP->find                                                                                                                                                       153  0.3733    58320  0.0082    -7344
SkinTemplate->buildPersonalUrls                                                                                                                                            1  0.0849   593928  0.0004    -7360
Wikibase\Repo\View\{closure}                                                                                                                                             301  0.0200    14448  0.0104    -7392
Parser::stripOuterParagraph                                                                                                                                               26  0.0025     2712  0.0012    -7464
ParserCache->getKey                                                                                                                                                        4  0.0206    51712  0.0005    -7488
Parser::extractTagsAndParams                                                                                                                                              26  0.0035     2888  0.0015    -7488
wfSpecialCiteToolbox                                                                                                                                                       1  0.0314     1280  0.0001    -7624
Parser->replaceExternalLinks                                                                                                                                              26  0.0099     2976  0.0020    -7640
WebRequest::getPathInfo                                                                                                                                                    1  0.0050   105232  0.0002    -7760
OutputPage->getScriptsForBottomQueue                                                                                                                                       1  0.5607  4255344  0.0003    -8032
Wikibase\Repo\View\SiteLinksView->getHtmlForEditSection                                                                                                                   10  0.1565   220344  0.0007    -8560
Wikibase\DataModel\Statement\Statement->setReferences                                                                                                                     22  0.0007    -8624  0.0007    -8624
WebRequest->getAcceptLang                                                                                                                                                  1  0.0004     1064  0.0001    -8688
Title->getFullText                                                                                                                                                       181  0.0727     7440  0.0080    -8688
Linker::linkUrl                                                                                                                                                           90  0.2083     8440  0.0079    -8736
{closure:/Library/WebServer/Documents/php-master/extensions/WikidataBuild/vendor/wikibase/data-model-javascript/resources.mw.php:14-124}                                   1  0.0002    15728  0.0001    -8960
MessageCache->parse                                                                                                                                                       26  0.6978  1117040  0.0029    -9000
Wikibase\DataModel\Snak\SnakList->moveSnaksToBottom                                                                                                                      182  0.5285     7440  0.0091    -9120
Site->getPath                                                                                                                                                             28  0.0036     2736  0.0012    -9136
Wikibase\Lib\MwTimeIsoFormatter->getMwTimestamp                                                                                                                            4  0.0014     1216  0.0003    -9152
EchoHooks::onResourceLoaderTestModules                                                                                                                                     1  0.0205     1792  0.0054    -9160
ParserOutput->__sleep                                                                                                                                                      1  0.0002     7272  0.0001    -9216
ResourceLoaderUserModule->getPages                                                                                                                                         4  0.0142     8928  0.0006    -9376
Parser->doQuotes                                                                                                                                                          27  0.0026        0  0.0013    -9544
Wikibase\Repo\View\SiteLinksView->getHtmlForPage                                                                                                                          14  0.0599    13672  0.0013    -9768
Wikibase\ViewEntityAction->displayEntityContent                                                                                                                            1  25.5853 34415128  0.0004    -9856
OutputPage->getModules                                                                                                                                                     7  0.4329  3545936  0.0004   -10184
OutputPage->addModuleStyles                                                                                                                                                7  0.0005     2184  0.0003   -10328
Title->loadRestrictions                                                                                                                                                    5  0.0378    21936  0.0004   -10352
Article->view                                                                                                                                                              1  24.6089 31671256  0.0008   -10464
Wikibase\DataModel\Internal\MapValueHasher->hash                                                                                                                          26  0.0291     2912  0.0023   -10472
WikiPage::newFromID                                                                                                                                                        2  0.0318    15640  0.0002   -10624
array_reduce                                                                                                                                                               3  0.0006    66040  0.0002   -10688
VectorTemplate->renderPortal                                                                                                                                               2  0.3738    22352  0.0005   -10912
OutputPage->getHeadLinksArray                                                                                                                                              1  0.0558     2592  0.0006   -11480
DatabaseBase->makeWhereFrom2d                                                                                                                                              8  0.0135     1776  0.0006   -11576
SiteList->getGroup                                                                                                                                                         6  0.4728   174920  0.0537   -11616
Title::newMainPage                                                                                                                                                         5  0.0193     4520  0.0004   -11720
Wikibase\DataModel\Term\AliasGroupList->setGroup                                                                                                                          16  0.0018   -11040  0.0008   -11808
EchoHooks::onPersonalUrls                                                                                                                                                  1  0.0264   580968  0.0004   -11832
SpecialPageFactory::getPageList                                                                                                                                           15  0.0079   650856  0.0007   -11856
DataValues\DecimalValue->compare                                                                                                                                          68  0.0402     3264  0.0087   -12000
Wikibase\Repo\View\TermBoxView->getHtmlForAliases                                                                                                                          5  0.0263     2360  0.0004   -12208
SkinTemplate->buildNavUrls                                                                                                                                                 1  0.0451   681008  0.0005   -12336
Parser->doMagicLinks                                                                                                                                                      26  0.0075     3576  0.0017   -12432
Language::isValidCode                                                                                                                                                    844  0.0800  1581984  0.0366   -12552
is_callable                                                                                                                                                             4284  0.1342  2333624  0.1024   -12672
Wikibase\DataModel\Claim\Claims->__construct                                                                                                                               3  0.0703    42664  0.0030   -12792
call_user_func:{/Library/WebServer/Documents/php-master/extensions/WikidataBuild/extensions/Wikibase/lib/includes/store/sql/SqlEntityInfoBuilder.php:292}                273  0.0164        0  0.0094   -13104
Wikibase\Repo\Specials\SpecialModifyTerm->__construct                                                                                                                      3  0.0422   689192  0.0002   -13200
Wikibase\Lib\Serializers\SerializationOptions->setOption                                                                                                                 568  0.0760    13904  0.0228   -13360
Revision::loadFromConds                                                                                                                                                    4  0.0305    35456  0.0003   -13376
SkinTemplate->buildContentNavigationUrls                                                                                                                                   1  0.0941   138288  0.0009   -13496
CdbReaderPHP->get                                                                                                                                                        153  0.4046  1749440  0.0085   -13552
Sanitizer::escapeId                                                                                                                                                       13  0.0039     1056  0.0012   -13712
LinkCache->getGoodLinkFieldObj                                                                                                                                           174  0.1179        0  0.0081   -13920
Wikibase\Lib\Store\Sql\SqlEntityInfoBuilder->setEntityIds                                                                                                                  2  0.0707   278696  0.0035   -14016
Parser->transformMsg                                                                                                                                                     290  4.9180  1768272  0.0171   -14160
ResourceLoader->makeModuleResponse                                                                                                                                         2  0.0260   127656  0.0008   -14280
MediaWikiI18N->translate                                                                                                                                                   6  0.0218     1184  0.0005   -14296
Wikibase\Repo\View\SiteLinksView->getHtmlForSiteLink                                                                                                                      14  0.0953    63544  0.0016   -14384
LocalisationCache->getSubitem                                                                                                                                           1324  0.3739   169504  0.0449   -14736
Parser->setTitle                                                                                                                                                         316  0.0205      432  0.0117   -14736
LinkBatch->addResultToCache                                                                                                                                                1  0.0071     1360  0.0002   -14824
Language::factory                                                                                                                                                         19  0.0137  2093592  0.0010   -14856
BaseTemplate->makeLink                                                                                                                                                    23  0.4503    22672  0.0016   -14864
ob_end_flush                                                                                                                                                               1  0.0006   -15024  0.0006   -15024
call_user_func:{/Library/WebServer/Documents/php-master/includes/libs/ScopedCallback.php:70}                                                                             316  0.0198        0  0.0110   -15168
Wikibase\Lib\CommonsLinkFormatter->format                                                                                                                                  3  0.0095      576  0.0003   -15312
Parser->replaceInternalLinks2                                                                                                                                             26  0.0422    31592  0.0047   -15472
User->getRights                                                                                                                                                           40  0.0151  1267112  0.0015   -16256
ArrayObject->offsetUnset                                                                                                                                                 186  0.0052   -16368  0.0052   -16368
Html::openElement                                                                                                                                                        484  0.4829    56504  0.0313   -16536
Wikibase\DataModel\Reference->getHash                                                                                                                                     26  0.2483    22240  0.0018   -16560
Wikibase\Lib\PropertyValueSnakFormatter->formatValue                                                                                                                     346  3.7795  7321880  0.0173   -16608
Wikibase\Lib\PropertyValueSnakFormatter->formatSnak                                                                                                                      346  4.0377  7650168  0.0312   -16608
wfRemoveDotSegments                                                                                                                                                       72  0.0306     6384  0.0096   -16752
BabelLanguageCodes::getCode                                                                                                                                               96  0.0451        0  0.0052   -16896
Skin->preloadExistence                                                                                                                                                     1  0.0193    70536  0.0002   -17200
Wikibase\DataModel\HashArray->removeByElementHash                                                                                                                        186  0.1502   -39744  0.0109   -17376
Wikibase\DataModel\HashArray->hasValidType                                                                                                                               372  0.0245    17856  0.0141   -17856
Wikibase\DataModel\HashArray->setElement                                                                                                                                 372  0.3082   108720  0.0273   -17856
MemcachedBagOStuff->encodeKey                                                                                                                                            260  0.0175    45120  0.0096   -18456
User->loadFromSession                                                                                                                                                      1  0.0448  1609208  0.0002   -18608
Wikibase\EntityParserOutputGenerator->addBadgesToParserOutput                                                                                                              1  0.0134     1208  0.0003   -19096
Title->getArticleID                                                                                                                                                      642  1.7840   296736  0.0353   -19104
Language::getMessagesFileName                                                                                                                                            399  0.1848    57520  0.0201   -19152
Wikibase\ClaimHtmlGenerator->getHtmlForReferences                                                                                                                        283  0.8972  1499184  0.0118   -19152
MagicWordArray->matchAndRemove                                                                                                                                            26  0.0126    31384  0.0020   -19376
Wikibase\EntityView->getHtmlForToc                                                                                                                                         1  0.0504     4184  0.0003   -19448
Title->getLinkURL                                                                                                                                                         91  0.1912   149520  0.0075   -20384
VectorTemplate->renderNavigation                                                                                                                                           3  0.2326     8808  0.0008   -20576
Skin->footerLink                                                                                                                                                           3  0.4280    14784  0.0005   -20752
Wikibase\DataModel\Snak\SnakList->removeSnak                                                                                                                             186  0.2431   -39744  0.0090   -20832
Wikibase\Settings->initFromGlobals                                                                                                                                         1  0.0003     7400  0.0001   -20848
MagicWord->load                                                                                                                                                          146  0.0371   134896  0.0078   -21024
wfTimestamp                                                                                                                                                               63  0.0296   127848  0.0030   -21392
OutputPage->setPageTitle                                                                                                                                                   1  0.1619  7121456  0.0002   -21624
Skin::makeSpecialUrl                                                                                                                                                       5  0.0212      488  0.0003   -22080
WebRequest->getGPCVal                                                                                                                                                    688  0.0820   438200  0.0264   -22120
Wikibase\LanguageFallbackChainFactory->buildFromBabel                                                                                                                      1  0.1497   303160  0.0008   -22832
Parser->doAllQuotes                                                                                                                                                       26  0.0097     2552  0.0020   -23144
Wikibase\DataModel\Entity\Entity->addAliases                                                                                                                              16  0.0200    37688  0.0010   -23168
Language->getMagic                                                                                                                                                       146  0.0222   141904  0.0081   -24576
BaseTemplate->msg                                                                                                                                                         11  0.0556     1216  0.0005   -24760
{closure:/Library/WebServer/Documents/php-master/extensions/WikidataBuild/vendor/wikibase/serialization-javascript/resources.mw.php:18-62}                                 1  0.0002     4920  0.0001   -25040
Parser->doTableStuff                                                                                                                                                      26  0.0113     2568  0.0029   -25312
SyntaxHighlight_GeSHi::getSupportedLanguages                                                                                                                               1  0.0170  1563952  0.0021   -25888
Wikibase\DataModel\Deserializers\ClaimsDeserializer->getDeserialized                                                                                                       2  3.4407  3830672  0.0130   -26096
DatabaseMysqlBase->addIdentifierQuotes                                                                                                                                   782  0.0481    64440  0.0293   -27040
Wikibase\DataModel\Deserializers\ClaimDeserializer->assertCanDeserialize                                                                                                 566  0.1174    27168  0.0278   -27168
settype                                                                                                                                                                  284  0.0066   -27264  0.0066   -27264
ContextSource->msg                                                                                                                                                        44  0.3146    94280  0.0025   -27312
Wikibase\Lib\DispatchingSnakFormatter->formatSnak                                                                                                                        347  4.1408  8290536  0.0205   -27760
Wikibase\Repo\View\SiteLinksView->getTableHeadHtml                                                                                                                         4  0.3333    12640  0.0004   -27872
RequestContext->msg                                                                                                                                                       45  0.3084    96400  0.0027   -27896
wfMemcKey                                                                                                                                                                 32  0.0050     3504  0.0019   -28256
