function                                                                                                                                                         #calls  time     memory  time     memory
Parser->getVariableValue                                                                                                                                              7  0.0084      784  0.0008    -1040
ResourceLoaderContext->getLanguage                                                                                                                                   21  0.0082     1040  0.0008    -1040
Wikibase\Lib\WikibaseValueFormatterBuilders->applyLanguageDefaults                                                                                                    2  0.0022      888  0.0003    -1048
wfGetMainCache                                                                                                                                                        3  0.0085   594616  0.0001    -1056
Wikibase\DataModel\Deserializers\ReferenceListDeserializer->deserialize                                                                                              22  0.4428   188768  0.0011    -1056
RequestContext->getUser                                                                                                                                              51  0.0092  1641440  0.0016    -1088
Language->normalize                                                                                                                                                 108  0.0275   255888  0.0040    -1096
Wikibase\Repo\WikibaseRepo->getSiteStore                                                                                                                             35  0.0096   670424  0.0011    -1096
wfGetLBFactory                                                                                                                                                      559  0.0579   282992  0.0188    -1096
StubObject->_newObject                                                                                                                                                1  0.0113  2318280  0.0001    -1096
RequestContext->getConfig                                                                                                                                            27  0.0048    62048  0.0009    -1104
Language->getPluralRuleIndexNumber                                                                                                                                  284  0.4461   106720  0.0162    -1120
Wikibase\Repo\View\FingerprintView->getHtmlForDescription                                                                                                             1  0.0184    48688  0.0001    -1120
RequestContext->getWikiPage                                                                                                                                           9  0.0056  1193192  0.0004    -1144
Wikibase\EntityViewPlaceholderExpander->renderTermBox                                                                                                                 1  0.2423  1374872  0.0002    -1160
Wikibase\EntityViewPlaceholderExpander->getHtmlForPlaceholder                                                                                                         2  0.2843  1623616  0.0001    -1176
MobileContext->getMobileUrl                                                                                                                                           1  0.0007      144  0.0001    -1184
WikiPage->getContentHandler                                                                                                                                          13  0.5146 11227448  0.0007    -1184
Wikibase\Repo\WikibaseRepo->getInternalEntitySerializer                                                                                                               3  0.0218   344168  0.0002    -1224
Wikibase\DataModel\Deserializers\EntityDeserializer->setIdFromSerialization                                                                                           2  0.0028     1248  0.0001    -1248
Wikibase\DataModel\Deserializers\ReferenceDeserializer->deserialize                                                                                                  26  0.4349   174272  0.0013    -1248
Sanitizer::encodeAttribute                                                                                                                                           13  0.0012     1872  0.0006    -1248
WebRequest->getFuzzyBool                                                                                                                                             34  0.0205     1632  0.0015    -1280
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/vendor/data-values/javascript/src/resources.php:96}                                       1  0.0006    44456  0.0000    -1280
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/Wikibase/lib/resources/Resources.php:882}                                      1  0.0013   203936  0.0000    -1280
SiteSQLStore->getCacheKey                                                                                                                                             1  0.0033   149736  0.0001    -1288
MediaWiki->restInPeace                                                                                                                                                1  0.0129    33680  0.0002    -1296
User->getBlockedStatus                                                                                                                                                1  0.0390   493576  0.0002    -1296
Wikibase\Lib\HtmlTimeFormatter->format                                                                                                                                9  0.0383    25464  0.0005    -1296
Sanitizer::decodeCharReferencesAndNormalize                                                                                                                          31  0.0021     3456  0.0012    -1304
Wikibase\DataModel\Entity\Item->getSiteLinks                                                                                                                          2  0.0104    23584  0.0001    -1312
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/Wikibase/repo/Wikibase.php:232}                                                1  0.0013   131136  0.0000    -1328
WebRequest::detectServer                                                                                                                                              1  0.0015   248064  0.0001    -1328
Title->getBaseText                                                                                                                                                   28  0.0027        0  0.0012    -1344
Article->__call                                                                                                                                                       8  2.2703  2902280  0.0004    -1344
usort                                                                                                                                                                 9  0.0040        0  0.0005    -1344
wfDebugLog                                                                                                                                                           13  0.0026      624  0.0006    -1360
Parser::normalizeLinkUrl                                                                                                                                              1  0.0003      112  0.0001    -1376
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/Wikibase/client/WikibaseClient.php:145}                                        1  0.0018   511760  0.0000    -1376
ContentHandler->makeParserOptions                                                                                                                                     3  0.0053   245912  0.0002    -1392
ParserCache->save                                                                                                                                                     1  0.0184      488  0.0002    -1400
Wikibase\Repo\Content\EntityContentFactory->getPermissionStatus                                                                                                       1  0.0296  1414120  0.0001    -1400
wfIncrStats                                                                                                                                                           7  0.0024    50880  0.0003    -1432
Language->checkTitleEncoding                                                                                                                                          7  0.0035   182256  0.0004    -1432
Wikibase\DataModel\Entity\Item->addSiteLink                                                                                                                          30  0.0227    47336  0.0021    -1440
Wikibase\DataModel\Deserializers\SiteLinkDeserializer->assertCanDeserialize                                                                                          30  0.0072     1440  0.0015    -1440
ResourceLoaderWikiModule->getModifiedTime                                                                                                                             2  0.0150       96  0.0002    -1440
Wikibase\DataModel\Deserializers\ItemDeserializer->setSiteLinksFromSerialization                                                                                      2  0.0507    99408  0.0008    -1440
Wikibase\DataModel\Deserializers\SiteLinkDeserializer->deserialize                                                                                                   30  0.0269    53416  0.0015    -1440
Wikibase\ClientHooks::isWikibaseEnabled                                                                                                                              30  0.0105    27568  0.0017    -1440
Wikibase\OutputPageJsConfigBuilder->build                                                                                                                             1  0.1653   510592  0.0001    -1448
OutputPage->checkLastModified                                                                                                                                         1  0.0053      144  0.0003    -1456
Wikibase\Lib\Serializers\ItemSerializer->getEntityTypeSpecificSerialization                                                                                           1  0.0199   104224  0.0002    -1472
MediaWiki->initializeArticle                                                                                                                                          1  2.2753  3772536  0.0003    -1480
Wikibase\NamespaceChecker->isWikibaseEnabled                                                                                                                         31  0.0061     1488  0.0017    -1488
ResultWrapper->next                                                                                                                                                 896  0.3504   750704  0.0348    -1488
Message->params                                                                                                                                                       1  0.0003       88  0.0001    -1504
Block::newFromTarget                                                                                                                                                  1  0.0340     9480  0.0001    -1512
StatCounter->flush                                                                                                                                                    1  0.0074     -600  0.0001    -1512
Wikibase\Repo\Specials\SpecialWikibaseRepoPage->__construct                                                                                                          32  0.0606   401808  0.0034    -1536
Title->checkPermissionHooks                                                                                                                                          15  0.0070        0  0.0007    -1536
DataValues\DecimalMath->sum                                                                                                                                           8  0.0055     3648  0.0008    -1536
Wikibase\DataModel\Deserializers\EntityDeserializer->setAliasesFromSerialization                                                                                      2  0.0117     2752  0.0005    -1536
Wikibase\Repo\WikibaseRepo->getDataTypeFactory                                                                                                                       34  0.0228   194960  0.0013    -1560
Revision->loadText                                                                                                                                                    2  0.0113   188032  0.0003    -1568
MobileFrontendHooks::onSkinTemplateOutputPageBeforeExec                                                                                                               1  0.0111      936  0.0002    -1592
Action::factory                                                                                                                                                       7  0.5371 11375464  0.0006    -1648
Wikibase\Repo\View\SiteLinksView->getTableBodyHtml                                                                                                                    4  0.2991   276136  0.0003    -1664
Article::newFromWikiPage                                                                                                                                              1  0.0006     1592  0.0001    -1712
class_alias                                                                                                                                                          52  0.0175  2089864  0.0017    -1728
Sanitizer::normalizeCharReferences                                                                                                                                   29  0.0022     4264  0.0011    -1736
Skin::normalizeKey                                                                                                                                                    2  0.0005      160  0.0002    -1744
MWMemcached->_incrdecr                                                                                                                                                5  0.0043      544  0.0007    -1776
MessageBlobStore->get                                                                                                                                                 1  0.0086      352  0.0001    -1776
Wikibase\TemplateRegistry->addTemplates                                                                                                                               1  0.0026    13456  0.0004    -1776
efMobileFrontend_Setup                                                                                                                                                1  0.0079   934448  0.0002    -1792
ValueFormatters\FormatterOptions->defaultOption                                                                                                                     101  0.0123    13320  0.0041    -1824
uasort                                                                                                                                                                7  0.0027        0  0.0005    -1824
WebRequest->getBool                                                                                                                                                  58  0.0160     2784  0.0021    -1856
PathRouter::makeWeight                                                                                                                                                3  0.0006      144  0.0002    -1872
Wikibase\UserLanguageLookup->getAllUserLanguages                                                                                                                      1  0.0334   246648  0.0001    -1880
DataValues\DecimalValue->__construct                                                                                                                                 60  0.0153     7680  0.0038    -1920
User->loadFromCache                                                                                                                                                   1  0.0017     3088  0.0001    -1928
PathRouter::extractTitle                                                                                                                                              3  0.0008      496  0.0002    -1984
MediaWiki->performAction                                                                                                                                              1  27.8156 30356960  0.0001    -1992
PoolCounterWork->execute                                                                                                                                              1  26.6868 18231504  0.0001    -2000
Wikibase\Repo\View\SiteLinksView->getTableFootHtml                                                                                                                    5  0.0793     2640  0.0003    -2000
call_user_func:{/Library/WebServer/Documents/php-master/includes/Setup.php:664}                                                                                       6  0.0133  1477448  0.0003    -2000
Title->checkCSSandJSPermissions                                                                                                                                      12  0.0045        0  0.0009    -2024
MagicWordArray->getBaseRegex                                                                                                                                        293  0.0247    29240  0.0116    -2096
VectorTemplate->execute                                                                                                                                               1  0.7369   608320  0.0010    -2104
SiteConfiguration->getAll                                                                                                                                             1  0.0007      440  0.0001    -2128
Wikibase\Utils::fetchLanguageName                                                                                                                                    19  0.0086    44208  0.0009    -2128
User->getAutomaticGroups                                                                                                                                              1  0.0111  1252104  0.0001    -2184
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/ValueView/src/resources.php:89}                                                1  0.0008    91120  0.0000    -2192
Site->getLinkPath                                                                                                                                                    28  0.0055     2736  0.0013    -2240
wfArrayInsertAfter                                                                                                                                                    1  0.0002      920  0.0001    -2248
Skin->getCachedNotice                                                                                                                                                 2  0.0032       96  0.0001    -2264
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/ValueView/tests/src/resources.php:95}                                          1  0.0018    56048  0.0001    -2272
Wikibase\EntityViewPlaceholderExpander->renderTermBoxTocEntry                                                                                                         1  0.0410   249216  0.0001    -2304
Wikibase\Repo\View\ClaimsView->getHtmlForSectionHeading                                                                                                               1  0.0040      144  0.0001    -2304
LBFactoryMulti->forEachLB                                                                                                                                             3  0.0010      144  0.0002    -2328
Wikibase\RepoHooks::onPageTabs                                                                                                                                        1  0.0040    -1024  0.0002    -2344
Wikibase\DataModel\SiteLink->toArray                                                                                                                                 75  0.0090    48136  0.0033    -2384
Parser->firstCallInit                                                                                                                                                 1  0.0791  2304760  0.0002    -2408
EchoTargetPageMapper->fetchByUserPageId                                                                                                                               1  0.0095      -48  0.0002    -2416
User->getId                                                                                                                                                          51  0.0035        0  0.0020    -2448
Skin->logoText                                                                                                                                                        1  0.0080      248  0.0001    -2464
Wikibase\DataModel\Deserializers\ReferenceDeserializer->deserializeSnaks                                                                                             26  0.4280   165112  0.0019    -2496
Title->userCan                                                                                                                                                       11  0.0291      528  0.0006    -2504
Wikibase\RepoHooks::onTitleGetRestrictionTypes                                                                                                                        7  0.0039    17056  0.0005    -2560
EchoHooks::makeGlobalVariablesScript                                                                                                                                  1  0.0043     1488  0.0001    -2584
Scribunto::isDocPage                                                                                                                                                  1  0.0126    10048  0.0001    -2600
LinkCache->clearLink                                                                                                                                                  4  0.0007    -2296  0.0002    -2616
CacheTime->expired                                                                                                                                                    5  0.0093      240  0.0004    -2640
Skin->lastModified                                                                                                                                                    1  0.0164     2080  0.0001    -2712
LocalisationCache->getItem                                                                                                                                         5080  0.3386   743528  0.1490    -2736
Wikibase\ParserOutputJsConfigBuilder->getSerializedEntity                                                                                                             1  1.1672  1492008  0.0001    -2768
Sanitizer::removeHTMLcomments                                                                                                                                        29  0.0036        0  0.0015    -2784
wfMatchesDomainList                                                                                                                                                   3  0.0014      144  0.0002    -2784
Title->checkPageRestrictions                                                                                                                                         13  0.0131     1048  0.0005    -2808
closedir                                                                                                                                                              8  0.0003    -2816  0.0003    -2816
OutputPage->output                                                                                                                                                    1  5.1456  9223264  0.0156    -2816
Wikibase\DataModel\Deserializers\SnakListDeserializer->deserialize                                                                                                   60  0.5843   372680  0.0031    -2880
Skin->printSource                                                                                                                                                     1  0.0076      272  0.0001    -2896
MWOAuthAPISetup::onUserIsEveryoneAllowed                                                                                                                              1  0.0003       48  0.0001    -2976
SpecialPageFactory::resolveAlias                                                                                                                                     34  0.1013   807360  0.0028    -2992
Wikibase\OutputPageJsConfigBuilder->getCopyrightConfig                                                                                                                1  0.1227    16912  0.0001    -2992
{closure:/Library/WebServer/Documents/php-master/extensions/Wikidata/vendor/data-values/javascript/DataValuesJavascript.php:44-88}                                    1  0.0001     4408  0.0001    -3032
LinkBatch->executeInto                                                                                                                                                1  0.0133     1216  0.0001    -3080
Skin->getCopyright                                                                                                                                                    1  0.0099     1224  0.0001    -3088
Language->getNsIndex                                                                                                                                                 39  0.0184     8960  0.0019    -3120
wfRunHooks                                                                                                                                                         6011  7.1992 17974816  0.1949    -3120
ResourceLoader::makePackedModulesString                                                                                                                              21  0.0047     2592  0.0018    -3200
Title::capitalize                                                                                                                                                    44  0.0117   128088  0.0021    -3208
Wikibase\Lib\Serializers\DescriptionSerializer->getSerializedMultilingualValues                                                                                       1  0.0329     2736  0.0002    -3216
Wikibase\Repo\View\SiteLinksView->getHtmlForBadges                                                                                                                   14  0.0200     6072  0.0007    -3248
Wikibase\DataModel\Entity\Item->getStubbedSiteLinks                                                                                                                   5  0.0138    57144  0.0019    -3280
Wikibase\LanguageFallbackChainFactory->newFromUserAndLanguageCode                                                                                                     1  0.3214   304424  0.0002    -3304
Wikibase\Lib\MwTimeIsoFormatter->splitIsoTimestamp                                                                                                                    4  0.0008     4896  0.0003    -3328
Wikibase\Lib\MwTimeIsoFormatter->getLocalizedDate                                                                                                                     9  0.0306     2304  0.0006    -3472
Article->fetchContentObject                                                                                                                                           6  0.0128    79096  0.0005    -3504
Wikibase\Repo\View\FingerprintView->getHtmlForLabel                                                                                                                   1  0.2759  2082640  0.0001    -3504
Language->sprintfDate                                                                                                                                                10  0.0314     2088  0.0016    -3528
DatabaseBase->makeList                                                                                                                                              810  0.4671    90600  0.0656    -3528
User->getEffectiveGroups                                                                                                                                              4  0.0119  1252888  0.0002    -3544
ResourceLoaderFileModule->__construct                                                                                                                                31  0.0475    46568  0.0025    -3568
Wikibase\Lib\WikibaseValueFormatterBuilders->getWidgetFormatters                                                                                                      1  0.0124   134736  0.0001    -3576
ComposerAutoloaderInitwikidata_mw1_24_wmf19::getLoader                                                                                                                1  0.0310  2874192  0.0022    -3664
UtfNormal::cleanUp                                                                                                                                                  108  0.0214     8856  0.0051    -3672
LinkHolderArray->replaceInternal                                                                                                                                     28  0.0241     3160  0.0011    -3728
Wikibase\Lib\Serializers\LabelSerializer->getSerializedMultilingualValues                                                                                             1  0.0331     3240  0.0002    -3816
OutputPage->headElement                                                                                                                                               1  2.5544  1661064  0.0004    -3904
Wikibase\ItemView->getHtmlForSiteLinks                                                                                                                                1  2.1059  3874752  0.0003    -3928
LinkHolderArray->replace                                                                                                                                             28  0.0280     3160  0.0017    -4032
SkinTemplate->makeTalkUrlDetails                                                                                                                                      1  0.0038      544  0.0001    -4056
Wikibase\DataModel\Term\AliasGroup->setAliases                                                                                                                        2  0.0013     1880  0.0003    -4064
DataValues\DecimalValue->compare                                                                                                                                     24  0.0140     1152  0.0029    -4224
Title->isKnown                                                                                                                                                       89  0.0626     4272  0.0040    -4224
SiteList->preSetElement                                                                                                                                             916  0.2446   237592  0.0657    -4232
Title->getContentModel                                                                                                                                              106  0.1962    -7200  0.0059    -4320
ResourceLoader->filter                                                                                                                                                3  0.0058     3992  0.0003    -4392
Title->isAlwaysKnown                                                                                                                                                 91  0.0283     4368  0.0051    -4416
SkinTemplate->setupTemplateForOutput                                                                                                                                  1  0.0145   516008  0.0002    -4432
Skin::makeSpecialUrlSubpage                                                                                                                                           1  0.0041      104  0.0001    -4448
Skin->getSearchLink                                                                                                                                                   1  0.0026       88  0.0000    -4464
User->getTalkPage                                                                                                                                                     1  0.0017     4472  0.0001    -4472
BaseTemplate->makeSearchButton                                                                                                                                        2  0.0238      856  0.0001    -4504
{closure:/Library/WebServer/Documents/php-master/extensions/WikimediaMessages/WikimediaMessages.php:96-106}                                                           1  0.0134     1240  0.0001    -4552
BaseTemplate->makeSearchInput                                                                                                                                         1  0.0316      832  0.0001    -4608
Wikibase\Lib\Store\Sql\SqlEntityInfoBuilder->collectDataTypes                                                                                                         1  0.0803     7384  0.0003    -4616
Wikibase\Lib\WikibaseValueFormatterBuilders->getHtmlFormatters                                                                                                        1  0.0121   134736  0.0001    -4680
class_exists                                                                                                                                                       3498  0.1121  1603432  0.0819    -4760
Linker::normaliseSpecialPage                                                                                                                                         90  0.0104     4384  0.0034    -4760
MWOAuthUtils::getGrantRights                                                                                                                                          1  0.0002     2640  0.0001    -4768
Wikibase\Repo\View\FingerprintView->getHtmlForAliases                                                                                                                 1  0.0291    50920  0.0002    -4768
SkinTemplate->tabAction                                                                                                                                               3  0.0231     4176  0.0004    -4832
MediaWikiSite->getPageUrl                                                                                                                                            14  0.0073     1544  0.0010    -4880
Wikibase\DataModel\Deserializers\EntityDeserializer->assertIsValidValueSerialization                                                                                 34  0.0106     1632  0.0023    -4896
Wikibase\Lib\HtmlTimeFormatter->calendarNameNeeded                                                                                                                    9  0.0031    23592  0.0007    -4968
Title->getRestrictionTypes                                                                                                                                            7  0.0146    19784  0.0008    -5040
MWNamespace::getCanonicalName                                                                                                                                         2  0.0001        0  0.0001    -5040
MantleHooks::onResourceLoaderTestModules                                                                                                                              1  0.0105     5920  0.0029    -5128
Wikibase\Repo\WikibaseRepo->getInternalEntityDeserializer                                                                                                             3  0.0656  1539576  0.0001    -5136
WikiPage->pageData                                                                                                                                                    2  0.0125     6752  0.0001    -5192
DatabaseBase->selectField                                                                                                                                             2  0.0071      -96  0.0001    -5216
Message->parseText                                                                                                                                                   28  0.6589   572808  0.0017    -5224
User->getOption                                                                                                                                                     117  0.0642  1622184  0.0068    -5568
Action::getActionName                                                                                                                                                 6  0.5447 12563520  0.0007    -5600
Block->newLoad                                                                                                                                                        1  0.0077      248  0.0001    -5608
Wikibase\Repo\Content\EntityContentFactory->getPermissionStatusForEntityId                                                                                            1  0.0307  1413072  0.0001    -5608
Wikibase\DataModel\Snak\SnakList->getHash                                                                                                                            26  0.0333     2912  0.0017    -5616
SpecialPageFactory::getLocalNameFor                                                                                                                                  46  0.0232     3136  0.0040    -5720
WikiPage->loadPageData                                                                                                                                                2  0.0570  2820584  0.0002    -5728
MessageBlobStore->getFromDB                                                                                                                                           1  0.0083      352  0.0003    -5800
DataValues\QuantityValue->getUncertaintyMargin                                                                                                                        4  0.0119     1824  0.0005    -6048
wfMessageFallback                                                                                                                                                     7  0.0026    15184  0.0003    -6048
VectorTemplate->renderPortals                                                                                                                                         1  0.3488    22448  0.0001    -6048
Wikibase\DataModel\SiteLink->getBadges                                                                                                                               44  0.0072    10296  0.0020    -6072
ResourceLoader->createLoaderURL                                                                                                                                       5  0.0198     1496  0.0004    -6096
Wikibase\Repo\WikibaseRepo->newSummaryFormatter                                                                                                                       1  0.0175   143048  0.0003    -6120
CdbReaderPHP->match                                                                                                                                                 144  0.0269     6912  0.0063    -6144
ValueFormatters\QuantityFormatter->format                                                                                                                             4  0.0270      320  0.0005    -6176
SkinTemplate->prepareQuickTemplate                                                                                                                                    1  4.2491  8291352  0.0017    -6232
Wikibase\Lib\WikibaseValueFormatterBuilders->getWikiTextFormatters                                                                                                    2  0.0300   910536  0.0002    -6400
Parser->replaceTransparentTags                                                                                                                                       28  0.0065     4416  0.0016    -6408
Wikibase\Repo\View\FingerprintView->getHtmlForEditSection                                                                                                             3  0.2436  2123192  0.0002    -6456
OutputPage->buildCssLinks                                                                                                                                             1  0.1626   184096  0.0007    -6520
OutputPage->getJSVars                                                                                                                                                 1  0.2689   931848  0.0006    -6680
BaseTemplate->makeListItem                                                                                                                                           23  0.4398    22512  0.0014    -6696
ResourceLoaderModule->getDefinitionMtime                                                                                                                              2  0.0128       96  0.0003    -6784
MapCacheLRU->get                                                                                                                                                    142  0.0136        0  0.0062    -6816
Wikibase\Repo\View\SiteLinksView->getHtmlForPage                                                                                                                     14  0.0494     9032  0.0013    -6936
Wikibase\DataModel\ByPropertyIdArray->getByPropertyId                                                                                                               147  0.0254        0  0.0094    -7056
Parser->replaceInternalLinks                                                                                                                                         28  0.0437    20584  0.0017    -7152
CdbReaderPHP->find                                                                                                                                                  152  0.3531    58272  0.0079    -7296
Parser->doDoubleUnderscore                                                                                                                                           28  0.0225    31784  0.0025    -7344
SkinTemplate->buildPersonalUrls                                                                                                                                       1  0.1321   593912  0.0004    -7360
ParserCache->getKey                                                                                                                                                   4  0.0199    51712  0.0005    -7480
wfSpecialCiteToolbox                                                                                                                                                  1  0.0301     1280  0.0001    -7624
WebRequest::getPathInfo                                                                                                                                               1  0.0046   105216  0.0002    -7760
Wikibase\DataModel\HashArray->getHash                                                                                                                                26  0.0296     2912  0.0014    -7904
Parser::stripOuterParagraph                                                                                                                                          28  0.0027     2872  0.0013    -7976
